filename,region,year,party,language,line,num_words
AND_1990_PP_es.pdf,AND,1990,PP,es,"Sus ejes básicos serán: - El acceso a la Función Pública se realizará por concurso, con respeto efectivo a los principios de mérito y capacidad.",25
AND_1990_PP_es.pdf,AND,1990,PP,es,"- La discrecionalidad política se limitará a los nombramientos de los Consejeros y Directores Generales, restringirá la posibilidad de libre designación a casos excepcionales expresamente previstos por la ley.",29
AND_1990_PP_es.pdf,AND,1990,PP,es,"- Se diseñará una auténtica carrera administrativa que posibilite, con arreglo a criterios objetivos, la promoción interna de los funcionarios y un sistema retributivo claramente reglado, que les ponga a cubierto de toda la discriminación.",35
AND_1990_PP_es.pdf,AND,1990,PP,es,"- Se eliminará toda contratación temporal para tareas propias de los empleados públicos, erradicando la masiva sustitución, presuntamente provisional, de funcionarios por personas de confianza situadas en puestos de particular influjo o responsabilidad.",33
AND_1990_PP_es.pdf,AND,1990,PP,es,"- Se abordará de manera realista un régimen de incompatibilidades de los empleados públicos, sin más limitaciones que las objetivamente exigidas por el eficaz e imparcial ejercicio de su función.",30
AND_1990_PP_es.pdf,AND,1990,PP,es,- Se impulsará la formación permanente y la especialización de los funcionarios.,12
AND_1990_PP_es.pdf,AND,1990,PP,es,"El Instituto Andaluz de la Administración Pública, en estrecho contacto con las Universidades y otras instituciones andaluzas de probada experiencia, organizará y coordinará en todas las provincias tan decisiva tarea.",30
AND_1990_PP_es.pdf,AND,1990,PP,es,"- Consciente de que el personal al servicio de la Administración no es responsable de los errores (deliberados o no) que han caracterizado la gestión socialista, se asegurará su estabilidad, sin perjuicio del imprescindible proceso de selección y cualificación.",39
AND_1990_PP_es.pdf,AND,1990,PP,es,"Publicadas las relaciones de puestos de trabajo, se convocará concurso interno para la provisión de todas las vacantes.",18
AND_1990_PP_es.pdf,AND,1990,PP,es,"Con posterioridad se convocarán pruebas para el acceso a la Función Pública del personal interino, laboral y contratado, así como de promoción interna de los funcionarios.",26
AND_1990_PP_es.pdf,AND,1990,PP,es,Los que no superen las pruebas de acceso quedarán como personal laboral fijo a extinguir.,15
AND_1990_PP_es.pdf,AND,1990,PP,es,"Por último, se realizará la oportuna Oferta Pública de Empleo para cubrir las plazas vacantes.",15
AND_1990_PP_es.pdf,AND,1990,PP,es,"El Partido Popular de Andalucía propugna una reforma de los procedimientos administrativos con los siguientes objetivos: - Acercamiento al administrado mediante la creación de órganos, provinciales y locales, para la admisión de documentos y el suministro de la información oportuna.",40
AND_1990_PP_es.pdf,AND,1990,PP,es,- Accesibilidad máxima para que los afectados conozcan en cualquier momento la situación de los trámites.,16
AND_1990_PP_es.pdf,AND,1990,PP,es,- Edición de folletos informativos sobre procedimientos especificados.,8
AND_1990_PP_es.pdf,AND,1990,PP,es,"- Simplificación de trámites en todos los procedimientos, refundiéndolos a ser posible en una sola normativa.",16
AND_1990_PP_es.pdf,AND,1990,PP,es,- Control de la eficacia y celeridad de los procedimientos a través de una Inspección Central de Servicios de la Comunidad Autónoma.,22
AND_1990_PP_es.pdf,AND,1990,PP,es,- Se proveerá a los servicios de la Comunidad Autónoma del soporte informático necesario para controlar con eficacia todos los flujos del sistema.,23
AND_1990_PP_es.pdf,AND,1990,PP,es,"Nuestra Cámara Legislativa se ha visto convertida, bajo la gestión socialista en mero órgano de asentimiento a los dictados del Ejecutivo.",21
AND_1990_PP_es.pdf,AND,1990,PP,es,"Se ha impuesto un ritmo lentísimo a las iniciativas de control planteadas por la oposición y se ha bloqueado, con la excepción del caso del Edificio Presidente, la creación de Comisiones de investigación.",33
AND_1990_PP_es.pdf,AND,1990,PP,es,"- El Partido Popular de Andalucía se compromete a dotar, por vez primera, al Parlamento del protagonismo exigible en un fluido Estado de Derecho, dinamizando su funcionamiento, facilitando que aborde de forma inmediata los problemas de actualidad y reformando su Reglamento, para que los Grupos Parlamentarios puedan cumplir con eficacia las tareas de control del Gobierno.",56
AND_1990_PP_es.pdf,AND,1990,PP,es,Para todo ello se proponen los siguientes objetivos: - Modificación de la Ley Electoral Andaluza y del Reglamento del Parlamento de Andalucía para eliminar todo intento de transfuguismo político.,29
AND_1990_PP_es.pdf,AND,1990,PP,es,"- Reforzar las tareas de control parlamentario, con un mínimo de tres sesiones mensuales.",14
AND_1990_PP_es.pdf,AND,1990,PP,es,Aminorar los plazos de contestación del Gobierno a los requerimientos de los parlamentarios.,13
AND_1990_PP_es.pdf,AND,1990,PP,es,- Constitución de Comisiones de Investigación por la mera solicitud del de los Diputados o dos Grupos Parlamentarios.,18
AND_1990_PP_es.pdf,AND,1990,PP,es,Creación de una Comisión permanente para analizar posibles casos de tráfico de influencias o uso indebido de información privilegiada.,19
AND_1990_PP_es.pdf,AND,1990,PP,es,- Señalar el período en el que ha de celebrarse anualmente un debate sobre el Estado de la Comunidad Autónoma.,20
AND_1990_PP_es.pdf,AND,1990,PP,es,- Establecer un sistema de control que permita a los Grupos conocer con regularidad la ejecución de los Presupuestos y las eventuales modificaciones de sus contenidos.,26
AND_1990_PP_es.pdf,AND,1990,PP,es,- Señalar comparecencias parlamentarias periódicas del Defensor del Pueblo y del Presidente de la Cámara de Cuentas.,17
AND_1990_PP_es.pdf,AND,1990,PP,es,"- Mejorar el servicio de documentación parlamentaria, posibilitando una similar información del Ejecutivo y del Parlamento.",16
AND_1990_PP_es.pdf,AND,1990,PP,es,"- Facilitar la publicidad de la actividad parlamentaria, promoviendo espacios televisivos y agilizando la publicación y difusión de las actas de las sesiones.",23
AND_1990_PP_es.pdf,AND,1990,PP,es,- Completar el proceso informatizador iniciado y dotar al Parlamento de los medios materiales y humanos que permitan un trabajo eficaz a sus miembros.,24
AND_1990_PP_es.pdf,AND,1990,PP,es,Proceder a su traslado definitivo a la sede del hospital de las Cinco Llagas.,14
AND_1990_PP_es.pdf,AND,1990,PP,es,- Regular un sistema estable de retribución de los parlamentarios estableciendo las incompatibilidades exigidas por la eficacia y transparencia de su función.,22
AND_1990_PP_es.pdf,AND,1990,PP,es,Son bien conocidas las reiteradas iniciativas del Partido Popular para restablecer una composición del Consejo General del Poder Judicial que garantice su independencia y elimine las actuales cortapisas a su legítimo protagonismo.,32
AND_1990_PP_es.pdf,AND,1990,PP,es,"Su éxito futuro repercutirá, sin duda, en una mejora de la Justicia para todos los andaluces.",16
AND_1990_PP_es.pdf,AND,1990,PP,es,Las transferencias realizadas por la Administración Central en los servicios relativos a esta función se encuentran muy por debajo de las previsiones del Estatuto de Andalucía.,26
AND_1990_PP_es.pdf,AND,1990,PP,es,"En éste, como en cualquier otro ámbito, sería irresponsable todo intento de ampliación de competencias mientras la Administración Pública andaluza continúe sufriendo el marasmo antes denunciado.",26
AND_1990_PP_es.pdf,AND,1990,PP,es,"Iniciados los frutos de la reforma administrativa propuesta, el Partido Popular de Andalucía es partidario de consumar transferencias pendientes y ejercer en su integridad el ámbito competencial estatutario.",28
AND_1990_PP_es.pdf,AND,1990,PP,es,"- El Partido Popular de Andalucía considera imprescindible la elaboración de un Libro Blanco de la Justicia en Andalucía, con el asesoramiento de las Asociaciones Profesionales de Jueces, Fiscales, Colegios de Abogados, representantes de los Cuerpos de funcionarios judiciales, Departamentos Universitarios etc, para evaluar el impacto sobre Andalucía de las poco meditadas reformas orgánicas de los últimos años.",58
AND_1990_PP_es.pdf,AND,1990,PP,es,"De acuerdo con sus conclusiones, y en sintonía con la reciente jurisprudencia constitucional, se promoverá la revisión de la demarcación territorial de los órganos jurisdicionales de Andalucía.",27
AND_1990_PP_es.pdf,AND,1990,PP,es,"A tal efecto se incluirá una propuesta de Mapa Judicial de Andalucía, que comprenderá los deseables incrementos de Planta y, en concreto el establecimiento de Juzgados de lo Penal en ciudades importantes distintas a las capitales de provincias.",38
AND_1990_PP_es.pdf,AND,1990,PP,es,Se acompañará igualmente un catálogo de necesidades personales y materiales.,10
AND_1990_PP_es.pdf,AND,1990,PP,es,"- El Partido Popular de Andalucía, ante la peculiar composición del Tribunal Superior de la Comunidad, único cuya sede se sitúa en capital distinta de la del Ejecutivo se opondrá a todo intento de asignación competencial o dotación de plazas que haga aparecer al Tribunal Superior de Justicia como un forzado anexo funcional del Ejecutivo autonómico.",56
AND_1990_PP_es.pdf,AND,1990,PP,es,"- Dadas las exigüas competencias de la Sala de lo Civil y Penal del Tribunal Superior, se promoverán para su elevación a las Cortes Generales, proposiciones que permitan incrementar sus competencias, descargando su actual agobio a las Salas del Tribunal Supremo.",41
AND_1990_PP_es.pdf,AND,1990,PP,es,"- El Partido Popular se compromete a crear en el primer año de la Legislatura el Consejo Consultivo de Andalucía, que ha de informar los reglamentos dictados en ejecución de leyes estatales y la revisión de actos declarativos de derechos en que se aprecie nulidad o manifiesta infracción de ley.",50
AND_1990_PP_es.pdf,AND,1990,PP,es,"Llamativamente, el proyecto de ley presentado en el Parlamento fue paralizado en Comisión por discrepancias internas del Grupo Socialista.",19
AND_1990_PP_es.pdf,AND,1990,PP,es,"Se deba estar paralisis a falta de interés por la creación de tan decisivo órgano de control, o a falta de voluntad política para mantener el compromiso de situar su sede en capital distinta de la de la Comunidad Autónoma, su creación resulta inaplazable.",44
AND_1990_PP_es.pdf,AND,1990,PP,es,- El Partido Popular de Andalucía propone un reforzamiento presupuestario de los servicios de Protección al Menor.,17
AND_1990_PP_es.pdf,AND,1990,PP,es,"La situación actual de este servicio, prácticamente el único transferido en relación a la Justicia, es todo un símbolo de la gestión socialista: como es sabido, un juez ha decidido poner en libertad a todos los menores, con amplio historial delictivo, acogidos en un centro de la Junta de Andalucía, ante la seguridad de que en él había menos posibilidades que en la calle de lograr los objetivos de reeducación e inserción social deseables.",74
AND_1990_PP_es.pdf,AND,1990,PP,es,"Se agilizarán, igualmente los trámites relativos a la adopción de menores, facilitando así un beneficioso ambiente familiar.",17
AND_1990_PP_es.pdf,AND,1990,PP,es,- El Partido Popular de Andalucía considera que hechos como los arriba señalados condicionan la responsable petición de ampliaciones de transferencias.,21
AND_1990_PP_es.pdf,AND,1990,PP,es,Se hallan pendientes las relativas a política penitenciaria.,8
AND_1990_PP_es.pdf,AND,1990,PP,es,"A la espera de que los frutos de la reforma administrativa propuesta permitan solicitar dicha transferencia, se arbitrarán los medios para colaborar en la mejora de las pésimas condiciones materiales de los centros penitenciarios.",34
AND_1990_PP_es.pdf,AND,1990,PP,es,"A la vez, se recabará del Gobierno Central su ubicación fuera de los cascos urbanos.",15
AND_1990_PP_es.pdf,AND,1990,PP,es,"- El Partido Popular de Andalucía exigirá, igualmente, medidas eficaces que garanticen la seguridad ciudadana, que se halla bajo mínimos en nuestra Comunidad Autónoma, muy especialmente en sus ciudades de mayor atractivo turístico.",33
AND_1990_PP_es.pdf,AND,1990,PP,es,"- Sin perjuicio de las medidas sanitarias, a las que se alude en otro capítulo de este Programa se reclamarán acciones coordinadas para combatir el tráfico, distribución y consumo público de drogas.",32
AND_1990_PP_es.pdf,AND,1990,PP,es,"Como es sabido, Andalucía se ha convertido en principal punto de entrada de dicho tráfico y soporta las consecuencias inmediatas de tan grave lacra social.",25
AND_1990_PP_es.pdf,AND,1990,PP,es,"Los datos estadísticos sobre la incidencia de este lamentable fenómeno imponen un obligado cambio de estrategia, para erradicar las consecuencias de una de las medidas más frívolas e inconscientes de la reforma penal socialista.",34
AND_1990_PP_es.pdf,AND,1990,PP,es,"- En materia de Protección Civil, consideramos necesario un programa educativo, a través de campañas de información y cursos en centros docentes, que haga consciente al ciudadano de la necesaria previsión ante situaciones de riesgo y la actitud adecuada en momentos de crisis.",43
AND_1990_PP_es.pdf,AND,1990,PP,es,"El Partido Popular de Andalucía propone una red de asistencia con equipos de Protección Civil en el ámbito municipal capaces de ejecutar un Plan Autonómico de Emergencia, que regule las fórmulas de colaboración, ante diversas situaciones, de las fuerzas de seguridad dependientes del Estado y de los municipios y su coordinación con instituciones y grupos sociales.",56
AND_1990_PP_es.pdf,AND,1990,PP,es,Se elaborarán planes específicos relativos a las zonas de alto riesgo de riadas y a las de especial incidencia de movimientos sísmicos.,22
AND_1990_PP_es.pdf,AND,1990,PP,es,"Se establecerá, igualmente, un diseño operativo específico en relación a todo el ámbito de influencia de la Expo-.",18
AND_1990_PP_es.pdf,AND,1990,PP,es,El Partido Popular de Andalucía es partidario de la ampliación exhaustiva de los ámbitos competenciales previstos por nuestro Estatuto de Autonomía.,21
AND_1990_PP_es.pdf,AND,1990,PP,es,"Considera imprescindible evitar la repetición de los graves errores cometidos, bajo gestión socialista, a la hora de valorar los servicios transferidos, así como revisar eficazmente los déficits de financiación provocados.",30
AND_1990_PP_es.pdf,AND,1990,PP,es,"Por otra parte, sólo los frutos de la reforma administrativa propuesta permitirán recabar nuevas transferencias sin incurrir en grave irresponsabilidad, dada la experiencia ofrecida por los años de gobierno autonómico socialista.",31
AND_1990_PP_es.pdf,AND,1990,PP,es,"- El Partido Popular de Andalucía declara su neta oposición a todo planteamiento neocentralista, proponiendo un sistema equilibrado, respetuoso con la autonomía provincial y municipal.",25
AND_1990_PP_es.pdf,AND,1990,PP,es,- Entendemos que todo ejercicio de la autonomía lleva consigo un compromiso de solidaridad.,14
AND_1990_PP_es.pdf,AND,1990,PP,es,"Conscientes de los desequilibrios territoriales de Andalucía, y sin perjuicio de la grave responsabilidad del Gobierno Central al respecto, apoyaremos la puesta en práctica de un Fondo de Compensación Interprovincial, a semejanza del previsto en la Constitución para una relación solidaria entre las Comunidades Autónomas.",45
AND_1990_PP_es.pdf,AND,1990,PP,es,"Semejante tarea asumirán, en sus ámbitos de competencia, las Diputaciones provinciales.",11
AND_1990_PP_es.pdf,AND,1990,PP,es,"- La coordinación autonómica dentro de la Comunidad Andaluza se basará en la supresión de exclusivismos competenciales, Articulando un consenso mediante convenios de cooperación entre las Administraciones implicadas.",28
AND_1990_PP_es.pdf,AND,1990,PP,es,"Es preciso superar la política socialista que, apelando a una presunta coordinación, ha procedido a concentrar masivamente competencias en la Junta, ignorando la autonomía de Diputaciones y Municipios, para delegarlas ocasionalmente después, sin la adecuada cobertura financiera.",37
AND_1990_PP_es.pdf,AND,1990,PP,es,"Para evitar fenómenos ya experimentados de ineficacia, duplicidad de servicios y prestaciones de escaso nivel, así como ocasionales despilfarros, consideramos exigencia inicial mínima el cumplimiento de la actual Ley de Diputaciones, convertida hoy en su versión práctica socialista en una pobre caricatura.",42
AND_1990_PP_es.pdf,AND,1990,PP,es,"La experiencia de un juego efectivo de sus previsiones permitiría, en el curso de la Legislatura, reformas que clarifiquen y potencien la autonomía provincial.",24
AND_1990_PP_es.pdf,AND,1990,PP,es,"- Proponemos la constitución de una Comisión Territorial de la Administración local, de acuerdo con lo previsto en la Ley de Bases correspondiente, que armonice los intereses públicos que concurren en los casos de competencia coincidente o compartida.",38
AND_1990_PP_es.pdf,AND,1990,PP,es,"Le correspondería la programación de las actividades y servicios compartidos, dosificando la participación en la gestión de las tres Administraciones, con arreglo a los principios de descentralización y acercamiento al ciudadano.",31
AND_1990_PP_es.pdf,AND,1990,PP,es,"Articularía, igualmente, la correspondiente cobertura económico-financiera, evitando la dispersión asistemática de convenios de colaboración aislados o subvenciones descontroladas e ineficaces.",20
AND_1990_PP_es.pdf,AND,1990,PP,es,"- El Partido Popular de Andalucía propone un sistema flexible que combine, de acuerdo con exigencias funcionales y ambientales, la implantación de estructuras comarcales, especialmente en zonas rurales, con el recurso a las áreas metropolitanas, en zonas como la Bahía de Cadiz o la Costa del Sol, con el acuerdo siempre de los Ayuntamientos afectados.",55
AND_1990_PP_es.pdf,AND,1990,PP,es,"Debe huirse de toda rigidez uniformista, condenada inevitablemente a la parálisis burocrática.",12
AND_1990_PP_es.pdf,AND,1990,PP,es,Se establecerán criterios rigurosos y objetivos para la alteración de términos municipales.,12
AND_1990_PP_es.pdf,AND,1990,PP,es,"Cuando éstos se cumplan, han de surgir nuevos Ayuntamientos y no las pedanías encubiertas incluidas en un proyecto que los socialistas no se han atrevido a cursar.",27
AND_1990_PP_es.pdf,AND,1990,PP,es,"- Sin incurrir en demagogías al uso, respetando las competencias de política exterior del Gobierno central, el Partido Popular de Andalucía, sensible a los problemas específicos que, como consecuencia de los Tratados internacionales suscritos por España, afectan a los municipios andaluces de Rota y Morón, apoyará en contacto con sus Ayuntamientos iniciativas que mejoren sus condiciones sociales.",57
AND_1990_PP_es.pdf,AND,1990,PP,es,Similar actitud mantendrá en relación a los municipios del Campo de Gibraltar.,12
AND_1990_PP_es.pdf,AND,1990,PP,es,"- El Partido Popular de Andalucía considera indispensable la inmediata puesta en marcha del Consejo Económico y Social de Andalucía, con representación de todos los agentes sociales significativos: Centrales Sindicales sin discriminación alguna, Organizaciones Empresariales, Colegios Profesionales, Cámaras de Comercio y de la Propiedad.",44
AND_1990_PP_es.pdf,AND,1990,PP,es,"- Proponemos la aprobación de una Ley de Colegios Profesionales de Andalucía, rechazada hasta el momento por el Grupo Socialista, para desarrollar el artículo .",25
AND_1990_PP_es.pdf,AND,1990,PP,es,"de nuestro Estatuto, en consenso con los grupos profesionales afectados, haciendo posible el estable diálogo social que propugnamos.",18
AND_1990_PP_es.pdf,AND,1990,PP,es,"El Partido Popular de Andalucía considerá que la Televisión autonómica ha de diseñarse como un servicio público de carácter cultural, con arreglo a criterios de eficiencia y austeridad.",28
AND_1990_PP_es.pdf,AND,1990,PP,es,"Se evitarán imitaciones reduplicativas, que llevarían a una competencia tan innecesaria como desleal y a una dependencia económica de la publicidad empobrecedora de sus contenidos.",25
AND_1990_PP_es.pdf,AND,1990,PP,es,Una Televisión Autonómica sólo se justifica si contribuye a vertebrar cultural e informativamente a Andalucía.,15
AND_1990_PP_es.pdf,AND,1990,PP,es,"La gestión socialista del Canal Sur ha imitado los defectos de la televisión estatal, logrando incluso superarlos con notable mérito.",20
AND_1990_PP_es.pdf,AND,1990,PP,es,"La desmesura en el gasto y el descontrol de su funcionamiento la han convertido en pieza fundamental de los nuevos planteamientos de pandereta, que presentan a Andalucía como la tierra de la picaresca y la frivolidad en el manejo de los fondos públicos.",43
AND_1990_PP_es.pdf,AND,1990,PP,es,"Todo ello ha llevado a una duda permanente sobre los administradores de la R.T.V.A.; al despilfarro de su presupuesto, que supera los veinte mil millones de ptas; al desorden administrativo, con gran número de cargos de libre designación, así como contratos de servicios que encubren irregularmente contrataciones laborales permanentes; al derroche de medios en la contratación de producciones, en beneficio de Sociedades constituidas a tal efecto.",66
AND_1990_PP_es.pdf,AND,1990,PP,es,"Se ha osbtaulizado sistemáticamente el control de la gestión por parte del Consejo de Administración, incurriendo los Directores Generales en evidente falta de respeto en sus informes al Parlamento, opiniones e informativos, siendo notoria la ausencia de líderes andaluces sindicales y políticos, dentro de una tónica de escaso pluralismo, extendida a los programas de opinión.",55
AND_1990_PP_es.pdf,AND,1990,PP,es,El escaso nivel de los programas educativos y culturales traslada a la opinión pública una visión de Andalucía tópica y trasnochada.,21
AND_1990_PP_es.pdf,AND,1990,PP,es,"Por todo ello, el Partido Popular de Andalucía propone: - Reformar la ley de la R.T.V.A., garantizando su independencia del Gobierno Autonómico y su supervisión por parte del Consejo de Administración y de la Comisión Parlamentaria correspondiente.",37
AND_1990_PP_es.pdf,AND,1990,PP,es,"El Consejo de Administración, elegirá de entre sus miembros por mayoría de tres quintos al Director General.",17
AND_1990_PP_es.pdf,AND,1990,PP,es,Este deberá comparecer mensualmente ante la Comisión Parlamentaria de control.,10
AND_1990_PP_es.pdf,AND,1990,PP,es,"- Racionalizar la organización interna y relación de puestos de trabajo, sustituyendo la libre designación por criterios profesionales de mérito y capacidad.",22
AND_1990_PP_es.pdf,AND,1990,PP,es,- Ampliar la cobertura hasta extenderla a todo el territorio andaluz.,11
AND_1990_PP_es.pdf,AND,1990,PP,es,"Reducir el presupuesto de explotación, dedicando las horas de programación a espacios de calidad cultural y educativa.",17
AND_1990_PP_es.pdf,AND,1990,PP,es,- Acrecentar el pluralismo político y social en espacios informativos y de opinión.,13
AND_1990_PP_es.pdf,AND,1990,PP,es,- Limitar la publicidad y adecuar sus tarifas a las vigentes en el mercado.,14
AND_1990_PP_es.pdf,AND,1990,PP,es,Sacar a concurso público las frecuencias radiofónicas.,7
AND_1990_PP_es.pdf,AND,1990,PP,es,"- Iniciar estudios legales para que, bajo determinadas condiciones, la Televisión Andaluza pueda ser gestionada por entidades privadas.",18
AND_1990_PP_es.pdf,AND,1990,PP,es,"- Crear un servicio, dependiente del Parlamento de Andalucía que controle la aparición de los diversos líderes y grupos políticos y sociales, respetando los criterios informativos de los profesionales del medio.",31
AND_1990_PP_es.pdf,AND,1990,PP,es,"- El Partido Popular de Andalucía considera indispensable, para garantizar la libre comunicación que fundamenta el orden democrático: - La creación de un Colegio Profesional de Periodistas, para que los profesionales, en ejercicio de una libre adscripción, se vean protegidos de intromisiones de los poderes públicos y de todo intrusismo laboral.",51
AND_1990_PP_es.pdf,AND,1990,PP,es,"- Elaborar una Ley de la Publicidad Institucional, que corrija los actuales abusos y discriminaciones en el empleo de los fondos públicos destinados a tal fin.",26
AND_1990_PP_es.pdf,AND,1990,PP,es,El PARTIDO POPULAR DE ANDALUCIA considera como objetivo prioritario de su programa el desarrollo de una auténtica política social.,19
AND_1990_PP_es.pdf,AND,1990,PP,es,"No una actuación marginal o de mera beneficencia, sino una actuación eficaz que transforme y haga más justas y equilibradas todas las políticas sectoriales incluidas en nuestro proyecto político para Andalucía.",31
AND_1990_PP_es.pdf,AND,1990,PP,es,"Para hacerla realidad, será preciso acudir a la raíz de los problemas, erradicando las causas que provocan las desigualdades y marginaciones mediante las oportunas medidas preventivas.",26
AND_1990_PP_es.pdf,AND,1990,PP,es,"Es decisivo reconocer y promocionar el papel protagonista que en estas materias corresponde a la sociedad, y sobre todo a la familia.",22
AND_1990_PP_es.pdf,AND,1990,PP,es,"Para propiciar la participación de entidades de iniciativa social nos proponemos modificar la Ley , de de abril, de Servicios Sociales de Andalucía, sobre todo sus Títulos IV a VI.",30
AND_1990_PP_es.pdf,AND,1990,PP,es,"Han de adoptarse medidas urgentes, dado el estado en que se encuentran los Servicios Sociales en Andalucía, tras el manifiesto fracaso de la política socialista que mantiene en nuestra Comunidad una altísima tasa de paro; y que no ha sido capaz de desarrollar la Ley de Servicios Sociales mediante conciertos con instituciones privadas, aportando la financiación adecuada o poniendo en marcha los Consejos de Servicios Sociales.",66
AND_1990_PP_es.pdf,AND,1990,PP,es,Un aspecto sobresaliente de nuestra región es la existencia de una importante fuerza laboral desempleada o subempleada.,17
AND_1990_PP_es.pdf,AND,1990,PP,es,"Esta situación, junto con la pobreza y marginación social, constituye no solamente un gravísimo problema ético, sino un colosal obstáculo para el desarrollo económico y social de Andalucía.",28
AND_1990_PP_es.pdf,AND,1990,PP,es,"Todo nuestro programa gravita, por consiguiente, en el ofrecimiento de un Proyecto Global de Desarrollo para Andalucía, capaz de inducir un crecimiento sostenido autónomo, absorber las bolsas de trabajo desempleadas y erradicar la pobreza y la marginación hoy existentes.",39
AND_1990_PP_es.pdf,AND,1990,PP,es,"Para hacer posible este crecimiento serán imprescindibles medidas de tipo económico que eleven la aportación del PIB andaluz al total nacional, cambiar las condiciones económicas para que la creación de empleo sea real, fomentar el diálogo social y hacer menos rígidas las estructuras, estimular vocaciones de empresarios, así como el cooperativismo y el asociacionismo laboral.",55
AND_1990_PP_es.pdf,AND,1990,PP,es,"Junto a estas medidas, es necesario implantar programas para facilitar la incorporación de colectivos afectados de una manera especial por el desempleo, como son las mujeres (sobre todo las que llegan tardíamente al mundo laboral), los jóvenes, los minusválidos y los residentes en zonas rurales.",45
AND_1990_PP_es.pdf,AND,1990,PP,es,"Para llevar a cabo los programas de creación de empleo se propone: - Potenciar el Plan Andalucía Joven, orientándolo hacia campos profesionales de mayor utilidad.",25
AND_1990_PP_es.pdf,AND,1990,PP,es,"- Actuar sobre la Formación Profesional, tanto reglada como ocupacional, adecuando sus enseñanzas a las demandas del mercado de trabajo.",20
AND_1990_PP_es.pdf,AND,1990,PP,es,"- Reciclar a los jóvenes con titulaciones sin salida profesional, mediante cursos que permitan su cualificación en campos más competitivos.",20
AND_1990_PP_es.pdf,AND,1990,PP,es,- Facilitar el acceso de las mujeres que trabajan en tareas domésticas a cursos de Formación Profesional Ocupacional.,18
AND_1990_PP_es.pdf,AND,1990,PP,es,- Favorecer la creación de centros especiales de empleo para minusválidos.,11
AND_1990_PP_es.pdf,AND,1990,PP,es,Andalucía es la segunda Comunidad Autónoma con mayor número de emigrantes de toda España.,14
AND_1990_PP_es.pdf,AND,1990,PP,es,andaluces residen en el extranjero.,5
AND_1990_PP_es.pdf,AND,1990,PP,es,Al Partido Popular de Andalucía le preocupa las condiciones de vida de estos andaluces fuera de su tierra.,18
